"","X1","Drone-Mite Survivorship (%)","Forager Lifespan (days)","Queen Strength","Worker to Drone","Worker-Mite Survivorship (%)","Adult Slope Contact","Adult LD50 Contact","Larva slope","Larva LD50","KOW","KOC","Half life"
"X2000.3","Worker Eggs",-0.000144820217619414,0.209245610122586,0.187996320564438,0.0423778428158134,-0.270005264014219,0.00163372243451688,-0.0676796827303789,0.0312817054656043,0.0444238763859832,0.00256988093045418,-0.0418472077544462,0.0373861003661829
"X2001.3","Worker Eggs",-0.00304986002536023,0.205761947881,0.200869413317328,0.0374443280721093,-0.274573961164857,-0.000475753731285155,-0.0547778200798774,0.031923166071336,0.0439533045047001,-0.00892411790973566,-0.0456780323166991,0.0237481121406376
"X2002.3","Worker Eggs",0.0519131314329759,0.139137147830956,0.137903425770203,0.0236715684802101,-0.157913217338807,-0.014879382305974,-0.073425682077513,0.0373425097352501,-0.000651973512905592,0.0214649459163011,-0.0136057094349282,0.023866884043591
"X2003.3","Worker Eggs",0.0520055187950525,0.139791649724693,0.13846225426609,0.023808487606887,-0.157462119884166,-0.0148112285648934,-0.0732354717427943,0.037189048737734,-0.000794045472598894,0.0220789315918653,-0.0140666109436857,0.023512245751848
"X1999.4","Colony Pollen (g)",-0.00481041689325065,0.265020131098742,-0.269908330785032,-0.0749428039961991,-0.0036984060522741,-0.0267361680422194,0.026021609108848,-0.0382782553725334,-0.0273390166656628,0.0153521887172092,0.0187312191661375,-0.00491449513753774
"X2000.4","Colony Pollen (g)",0.0212888211958781,0.239442661587213,0.127268295927837,0.0143706700906506,-0.17786372124983,-0.0278917543014075,-0.0392403005054952,0.00759013568781998,-0.0160025704549467,0.00313809685894325,-0.0313984543570265,0.00356477464482056
"X2001.4","Colony Pollen (g)",0.0113688830017816,0.228692352825664,0.171485391389242,0.0262568629628112,-0.217686950403321,-0.0351547985126778,-0.0555835124943911,-0.000385262820197889,0.0162582231874119,0.0138237504289701,-0.0397870758808106,0.0128293512247406
"X2002.4","Colony Pollen (g)",0.00949460891711024,0.223584180481171,0.178539713995053,0.025289431018752,-0.224934593990746,-0.0406096440275335,-0.0497636536964145,0.00017782475287521,0.0165723465378504,0.00514402955799724,-0.0464247191927248,0.00659049815677791
"X2003.4","Colony Pollen (g)",0.00960856206612375,0.22336200332616,0.17863800456658,0.0252422308052217,-0.225185375712541,-0.0408837789926501,-0.050067808158595,0.00015112581417422,0.0164058291383782,0.0051677042929561,-0.0462442691679204,0.0066577727187771
"X1999.5","Colony Nectar (g)",-0.0239083221025263,0.607413254374065,-0.193719306437872,-0.0165648024616996,-0.00796655148507727,-0.0221612127890689,0.0466150882688212,-0.029169967869192,-0.070958486330107,-0.00703585588639661,-0.0214571187789865,-0.0117792141953629
"X2000.5","Colony Nectar (g)",0.0042514240344791,0.75613866270478,-0.12034364708565,-0.0135195464754555,-0.0374603508464279,-0.0209561858547487,-0.0298334820087017,-0.00340186224761501,0.0118828564054304,0.0314186979187558,-0.0435708721467127,0.0162568942354914
"X2001.5","Colony Nectar (g)",-0.00620792752020515,0.746514594128999,-0.0985951758037726,-0.00784495466778212,-0.0589547962305659,-0.0190922161299285,-0.0324897935450187,-0.00152143327546605,0.0182770310945661,0.0265112913644841,-0.0486146365721276,0.015087565119018
"X2002.5","Colony Nectar (g)",-0.00338780560231119,0.760230944981351,-0.130459658178507,-0.0141221903994802,-0.0373490009817964,-0.0195289544241896,-0.0259766509628178,-0.000782369775832788,0.012914832794124,0.0273827712797292,-0.0461827712430032,0.0135372370422575
"X2003.5","Colony Nectar (g)",-0.00377564914451409,0.75884214354965,-0.127405179885725,-0.0125300687618405,-0.0397917839021861,-0.0207323515351539,-0.0285020601056971,-0.000511423783441093,0.0115950386043699,0.0265525687285967,-0.0455822144001106,0.0121545610457431
