"","X1","Drone-Mite Survivorship (%)","Forager Lifespan (days)","Queen Strength","Worker to Drone","Worker-Mite Survivorship (%)","Adult Slope Contact","Adult LD50 Contact","Larva slope","Larva LD50","KOW","KOC","Half life"
"X2001.2","Foragers",0.0207614130505077,0.390980163471585,0.724362126161263,0.0307086375431678,-0.00417242520823188,-0.00296747855093768,-0.00315894356182546,-0.00355444248345802,0.0392854464277114,0.00540085818945213,0.0152555137908001,-0.0194858651671752
"X2002.2","Foragers",0.0169201690647341,0.49325710527245,0.43959901181805,0.0302091442887457,-0.00694676699366594,-0.042119478177845,-0.0187651570995594,0.00326092137253494,0.105963961768921,0.00243665574043654,0.0128717897478495,-0.0318325781730344
"X2003.2","Foragers",-0.0080927845448654,0.679059613262373,0.571664978417918,0.0297928406910435,0.000265752246931769,-0.0243586659355659,-0.00375031547742569,-0.00235753625212467,0.0731316474841854,-0.00298377077911611,0.0232961528441448,-0.000479823021095886
"X1999.3","Worker Eggs",-0.00912312363863327,0.711826693791878,0.555394282100134,0.00485659319702026,0.0108096099394161,0.00792196185406367,0.025461192432074,0.00119120812471482,-0.00449709184920858,0.00119375355638947,0.0361952220746957,0.00710548989368279
"X2000.3","Worker Eggs",0.00154410057273349,0.169581427465683,0.943069299020043,0.00517117374367382,0.00475252025895527,-0.00330750722583475,-0.00682308577031573,0.000999002890981277,-0.00868301592865657,0.00803478570450804,0.00534046990429837,0.00867155933398364
"X2001.3","Worker Eggs",0.0149315713905257,0.255169789897437,0.881551546048561,0.0163100122677791,-0.00415174213957475,-0.00691043278737365,-0.000355783574129122,-0.00817370260789915,0.0203987123036991,0.00914296647970335,0.0186883636194031,-0.00665174526920037
"X2002.3","Worker Eggs",0.0125596004280171,0.398881063131752,0.663139905974816,0.0147042988327806,-0.00303887125265501,-0.0447685982770996,-0.0162915777221194,0.00642319574967069,0.0748880574622116,0.00893569418840218,0.0169885607652717,-0.0199016421336345
"X2003.3","Worker Eggs",-0.0041856509188566,0.445781448489312,0.820104525613741,0.01246674411225,0.00341325439888914,-0.0129274714834445,-0.0057727846449942,0.0020305809281714,0.0401658074239312,0.00255876573577217,0.0168509562853587,0.00750085414726299
"X1999.4","Colony Pollen (g)",0.0109746530556269,0.944073292274479,-0.20298636670122,-0.0100704496043771,0.0114246199469697,0.00745530142494214,0.0047532316958712,0.017916820618255,-0.0132702774682827,0.00243791294056095,0.00590099939596103,0.0012791374479694
"X2000.4","Colony Pollen (g)",0.0469212854475944,0.526114419853364,-0.380202435211806,-0.029305503962424,-0.0447577859323472,0.0196946309787504,-0.0194045413234931,0.0176772080895832,0.0230829956923589,-0.00703533473807216,-0.00646071051984926,-0.0255032168937167
"X2001.4","Colony Pollen (g)",0.0199163467003349,0.387183043313393,-0.277184811154954,-0.0168551126750644,-0.00736958131971779,0.000392183343689363,0.00335324544680984,0.0223213877416821,0.00321755721610496,-0.0105143126223878,0.00527367702276525,-0.0221298877754062
"X2002.4","Colony Pollen (g)",-0.0152581634986573,0.788339421644348,0.0338557783236234,0.024523722218706,-0.0121997999810577,-0.0480303713761824,0.0223409125897532,-0.0112267457206101,0.0437384038091451,0.00925852126675883,0.00487859651207135,-0.017472492068814
"X2003.4","Colony Pollen (g)",-0.0124209542220655,0.701729227560885,0.386786975488709,0.0360666501707288,0.00152549738581115,0.0303815508624943,0.00436859415490641,0.0164797849275112,-0.0120118568671748,-0.00381415968242022,0.0194127388780522,0.0018477375254403
"X1999.5","Colony Nectar (g)",0.00557671126937504,0.967773225565363,0.00333273935962843,-0.00618638959841671,0.00260326795072587,0.0127100920400063,0.00436700613401054,0.0101857492442416,-0.0124459918604557,0.00075500950228952,0.0107785763421,0.00193600590329592
"X2000.5","Colony Nectar (g)",0.0134937086331156,0.876092181364447,0.0163716697621361,-0.0124672863533421,-0.0115974699904179,-0.00683496057574396,-0.0140539871987943,0.000233808298087945,-0.00870338930057244,0.00585623251985475,-0.0224575377040897,-0.0051258760297118
"X2001.5","Colony Nectar (g)",0.026425268411007,0.607698746785087,-0.485369567674212,-0.0167199442478945,-0.0101978311387521,0.00521347165956975,0.000571173594725819,-0.00330721236367724,-0.0171490706995847,0.00969888735279817,0.00417920533550617,-0.0271627065736035
"X2002.5","Colony Nectar (g)",0.0105331403562869,0.784028049696714,0.316943209212177,0.0321063515228917,-0.00298581105210092,-0.0375211052362781,-0.00504164258210227,0.00196373817187637,0.0787276948389524,0.00309296648355795,0.0137360517767613,-0.0271395014728761
"X2003.5","Colony Nectar (g)",0.00153320528676514,0.72544101953587,0.460438140419256,0.0345957911421811,-0.00156634535916841,-0.0141468731094655,-0.00335599017871297,0.00442349173338627,0.0602082182309574,0.000387297154866546,0.0178977042839957,-0.014632122343493
