"","weather_file","sim_start","sim_end","queenstrength","wkrdrnratio","drnmitesurvive","wkrmitesurvive","fgrlifespan","miteimmtype","InitColNectar","InitColPollen","RQQueenStrength","rqenable","rqscheduled","adslope","adLD50","adslopec","adLD50c","lslope","lLD50","kow","koc","halflife","apprate","halflife.1","cl4pollen","cl4nectar","cl5pollen","cl5nectar","cldpollen","cldnectar","ca13pollen","ca13nectar","ca410pollen","ca410nectar","ca1120pollen","ca1120nectar","ptrips","ntrips","pload","nload","foliarenable","foliar_appdate","foliar_begin","foliar_end","soilp","soilfoc","seedconc","soil_begin","soil_end","seed_begin","seed_end"
"11","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.23628978058696,1.99201751127839,22.1543139778078,82.8517792280763,14.5171919511631,"Cosine",5251.49795331527,275.476906844415,2.09903813712299,"true","true",3.19289631396532,0.594593536912231,7.98443670198321,76.6787664846911,7.87269115634263,31.2956599654732,1071.98832306586,12525.9178506189,4.96637234699447,9.81929897290235,4.96637234699447,3.90196192637086,11.5039385156706,2.47837476851419,51.4226509490982,1.04711729614064,126.404560531955,7.86822289861739,76.4339232817292,4.1779142779531,70.2920735720545,0.822152484906837,85.551042072475,23.4866199712269,9.26339223980904,12.2342183738947,40.7738946075551,"true","07/01/1989","07/01/1989","07/14/1989",1.38960380805656,0.00743973293877207,1.02436619251966,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"12","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.91398556064814,4.90847193542868,15.6711073359475,48.9862986141816,6.83204090967774,"Exponential",1487.0292768348,5527.11788963061,1.02624558657408,"true","true",5.17310333810747,0.879137195045128,7.72898739227094,47.3304608050047,1.5239437520504,1.96885833227518,65811.5572025594,34117.1421984893,22.9250331648393,5.40259146117815,22.9250331648393,0.787562068551779,4.67297099530697,4.85466618463397,1.53815061785281,2.81750656105578,24.4129880215041,4.73217669762671,86.250279918313,3.04774189016316,79.4204271724448,1.47063209395856,31.720535941422,25.2737523447722,32.4078687988222,13.8537636306137,37.5571057596244,"true","07/01/1989","07/01/1989","07/14/1989",1.45032313559204,0.017593264215393,1.75421571312472,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"13","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.58957499172539,3.24541931413114,12.8555552335456,30.49887327943,13.2931503746659,"Exponential",5059.99249210581,2098.93191801384,4.64007669780403,"true","true",3.61019866354764,0.224922157882247,4.09941929299384,28.4897073810908,5.27015157975256,30.9800008116376,39911.0829941919,55815.095721317,14.8255934019573,1.3784261648769,14.8255934019573,3.02131713367999,65.2434736257419,2.31063919980079,1.93359005497769,0.0619910079985857,56.7080606357194,7.13805417977273,33.1415187567472,7.28115105021279,105.883366349153,0.614190286025405,88.9022754505277,14.5273852283135,17.9312734305859,11.678009766154,60.6083932006732,"true","07/01/1989","07/01/1989","07/14/1989",1.96121004479937,0.0193684878693894,8.56218157964759,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"14","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.53072931431234,4.24592520762235,63.1809188518673,45.2485887566581,9.95028956141323,"Polynomial",5736.22621153481,5085.5008832179,2.3186470605433,"true","true",4.40810668095946,0.0693450176266488,1.84233494615182,16.5336488486114,7.95416726358235,1.18781076596398,65138.2792212527,75878.5927009105,33.7802522806684,2.47685183088388,33.7802522806684,2.48147754743695,77.3640866624191,5.32577976258472,77.3044844856486,1.2782375193201,7.34592337394133,7.86931845666841,90.7626220583916,3.03246027163696,117.078368491493,0.14817704167217,53.2020012848079,19.5909804580733,42.346590962261,9.76496534701437,76.1251178081147,"true","07/01/1989","07/01/1989","07/14/1989",1.12444345885888,0.00837056066119112,9.12850404181518,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"15","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.50799773819745,2.48986644949764,31.3376401783898,99.9220311874524,4.6473470274359,"Cosine",7081.91531784832,4241.78033915814,3.24564460478723,"true","true",2.65748288482428,0.801199975492898,8.0556814246811,37.0884881252146,1.88990952074528,39.0864717406873,32563.617700643,19500.3476385765,26.068785405159,7.39877510334342,26.068785405159,0.317052688449621,98.065646016039,5.14922285126522,119.144560780842,2.26530694356188,41.5758793707937,3.67350372839719,29.7919023036957,4.30926407782827,195.372534403577,1.6596693887841,55.8607939071953,23.6947247628123,38.8688738979399,14.3605404393747,96.9075402314775,"true","07/01/1989","07/01/1989","07/14/1989",1.02306869276799,0.00165289778215811,4.24645241512917,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"16","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.70583932474256,2.08413034584373,45.4244475113228,69.7041458915919,11.2893162481487,"Tangent",7367.76561317965,3825.6562493043,1.38988316338509,"true","true",8.82307393103838,0.44868364859256,9.56944233109243,74.6327816798878,8.10030115768313,53.8679884221926,16696.3854754887,98222.4367900104,21.1020249993075,0.424286101273727,21.1020249993075,2.98125558625907,44.8102070949972,1.28975809039548,49.3842491414398,4.80243940930814,120.551125367638,4.27851200830191,89.4030965305865,4.65295251004864,163.924867310561,0.805003567831591,59.0032412670553,10.7338781007566,21.4119652146474,12.4671839568764,76.8585668178275,"true","07/01/1989","07/01/1989","07/14/1989",1.47808239795268,0.0134733218948822,5.65971966693178,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"17","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.24650938808918,3.0296165086329,85.0167718017474,1.17558380588889,8.92049263138324,"Sine",4689.53491977882,2744.46732802317,1.13894597161561,"true","true",4.20361165516078,0.412234857451171,5.49180551199242,94.7587149016866,5.34104198031127,36.6184672907283,16945.3817120964,62718.732290498,3.22733980326448,7.06462759499764,3.22733980326448,0.0164936035871506,2.76538047473878,5.01640902506188,6.71059159794822,2.09544141031802,65.2173795620911,2.46847763778642,56.8668673560023,7.22817870420404,40.0365757150576,1.45664162188768,61.4024065434933,18.7781598232687,46.0891625676304,11.1624643551186,67.507010595873,"true","07/01/1989","07/01/1989","07/14/1989",1.82856303383596,0.00806449745665304,9.45057813473977,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"18","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.97813892737031,1.212810812518,21.0421758936718,75.6065688794479,9.33002425357699,"Sine",3151.54519970529,6771.02784470189,3.10769317764789,"true","true",2.74875639565289,0.555798957052408,7.45092552877031,89.9333669950531,4.69958891905844,77.8795725839734,50982.905331227,73225.1868306121,30.1440862834919,6.57337611330207,30.1440862834919,2.99539073277265,54.5792345190421,0.766159140039235,109.750653477386,1.33991134911776,55.1619941135868,6.14065329991281,86.5972947888076,6.35924295783043,182.204919997603,1.1804656398017,51.6481789201498,7.8553434680216,44.7409507911652,8.5087933819741,77.1937088831328,"true","07/01/1989","07/01/1989","07/14/1989",1.0997712162789,0.00394924433645792,2.37724797381088,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"19","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.7149999551475,1.13883631676435,87.7096401993185,3.66852614097297,6.10539194475859,"Polynomial",7633.2253400702,7915.8154488774,2.5271671731025,"true","true",6.99225478619337,0.623403160646325,6.47117286338471,15.1345347707223,8.1882757563144,40.9491882516106,64947.7583716681,91849.8101996926,28.9495115773519,4.31080381514714,28.9495115773519,1.82008782308549,81.279565487057,2.28188893804327,65.3509031399153,4.92024806002155,120.33722178312,6.35487105771899,76.2646832875907,4.26427681136411,157.760620294139,2.98123777541332,83.2827345281839,19.6532464525662,7.21970622986555,13.943197070621,36.3220091839321,"true","07/01/1989","07/01/1989","07/14/1989",1.03575848415494,0.00187740522576496,8.37902057729661,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"20","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.29828435834497,2.63948900997639,33.8720277417451,33.0253627151251,4.13682823255658,"Logarithmic",145.53222018294,6624.9633069383,3.25046635698527,"true","true",7.35552433133125,0.969952999861678,9.210750982631,10.7002956633109,5.13737534172833,10.4303120466124,1769.82534805848,34235.0852232957,7.65900581623428,6.14337584774895,7.65900581623428,3.4902669582516,9.4478809973225,0.589897484052926,58.8221567915753,2.95627805404365,79.2307581170462,7.02225320581347,26.8539481051266,4.5705034251092,163.916711132042,2.25199901196174,93.7817403674126,15.234983031638,10.4225924378261,8.90198217332363,33.7089762696996,"true","07/01/1989","07/01/1989","07/14/1989",1.55626748944633,0.00743198286159895,6.13528524735011,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"21","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.14188947807997,1.62373187951744,57.976054539904,72.698987997137,8.85481462534517,"Exponential",1332.00854663737,2670.6425699871,4.09777498897165,"true","true",1.37744602188468,0.707624696047977,1.58726559439674,39.8941618511237,7.37288534641266,56.5693062387283,96686.0966811214,9999.92394644953,22.8985411247471,0.746224923901726,22.8985411247471,3.67506230901927,34.6107954857871,4.53681725822389,146.045946876984,0.965707483235747,14.3963050330058,5.26324504408985,45.4884359799325,6.38264534175396,80.256223953329,0.829097953392193,50.3776545263827,16.8578089489602,34.6625019935891,4.4049863955006,46.2437965604477,"true","07/01/1989","07/01/1989","07/14/1989",1.92871856619604,0.00245445032953285,3.17041392577812,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"22","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.44979297649115,2.96294111013412,34.2370339669287,94.9479170376435,14.2693148646504,"Tangent",6857.65705886297,6106.72646441963,3.81903218012303,"true","true",6.69005731865764,0.679589819576358,6.42843920527957,43.8312254973268,7.88496383838356,57.9379358026122,50233.9768862227,59931.7456911383,15.7018278652802,8.79058728244994,15.7018278652802,1.85867489967495,95.8137674722821,5.15832090424374,66.8459697626531,5.44456288637593,24.9071064172313,2.50301005067304,35.2652994170785,9.32722353534773,65.6291137170047,0.509043127996847,95.4075255803764,4.3372821896337,8.84235829953104,8.76106528192759,92.559573915787,"true","07/01/1989","07/01/1989","07/14/1989",1.96866386174224,0.0171457516048104,9.48151698405854,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"23","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.81192735210061,3.42424403876066,12.689782702364,33.6645992472768,9.68523898348212,"Tangent",7800.32833949663,6635.63462358434,2.5703990329057,"true","true",3.90794718824327,0.370735140603269,4.23564450629056,12.1299264087956,1.69170666672289,58.0703526927736,34541.6972912219,91213.1175858667,30.1856217601337,2.56557115172385,30.1856217601337,3.6499142460525,15.9519067266956,2.84224934130907,27.2320751915686,0.465786045882851,16.4090413134545,7.58574870070442,23.0099270679057,6.63192480485886,148.259235792793,2.91581434104592,26.6147644631565,12.2926582721993,37.2358198007569,10.6829484878108,31.1362061789259,"true","07/01/1989","07/01/1989","07/14/1989",1.8956229868345,0.0059713765073102,3.38582561654039,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"24","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.1346611334011,2.77515690214932,55.2509327651933,68.9359692856669,12.4825916048139,"Polynomial",6162.9369485192,7795.36393801682,2.09641401842237,"true","true",2.93897852301598,0.283926229927689,6.61487246491015,93.1349732106561,6.65374009683728,10.4820340186849,4522.13084964004,46696.2174053593,18.6666822372237,8.30318504463858,18.6666822372237,3.61491465568542,47.2835472086444,5.18663928983733,85.5730402981862,1.5789426388219,78.1736748875119,2.42665358521044,29.6764070726931,7.76501971168909,159.612607080489,0.449603497982025,76.1568805575371,25.7593037053011,18.005639498122,10.4438203061,46.4915163698606,"true","07/01/1989","07/01/1989","07/14/1989",1.05616930336691,0.0102495172794443,4.07480939244851,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"25","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.09090938884765,2.84372505825013,77.9901667032391,11.2857256084681,15.6339152380824,"Polynomial",5953.08554824442,2636.48158051074,2.67689045984298,"true","true",6.66746913827956,0.120840699687367,6.25359547743574,47.8758896784575,5.90160019509494,48.4238836447434,6912.85682391086,91416.5783577689,22.3174304348882,5.06640479083289,22.3174304348882,3.66337240301073,79.642846272327,5.85202338639647,60.6745172990486,3.92120886454359,142.92981721228,7.37278755363077,96.9083408080041,6.71228650221601,183.425070624799,2.24920872040093,25.3796160407364,15.6524065909907,40.8286385247484,11.8813707353547,73.452984332107,"true","07/01/1989","07/01/1989","07/14/1989",1.26720897597261,0.00482507037371397,3.06284064543433,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"26","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.89306868426502,3.72349300887436,81.2045414932072,27.0877584349364,15.2427585525438,"Logarithmic",765.252643171698,6554.24604630098,3.21664042957127,"true","true",3.85086859203875,0.72345675089024,5.34895986085758,0.444490886134328,8.71424325928092,70.3649157727845,87588.3667102913,80590.2408322191,27.9359245788772,2.36071353002754,27.9359245788772,2.30590599495918,10.5101838242263,0.321144232526422,6.59207567805424,3.56352035840973,45.2662025461905,2.53447336545214,72.2031908854842,5.68890123965684,197.336513265036,1.97964052506723,25.639433003962,4.27650373335928,38.5541809303686,6.1557909399271,54.5479110442102,"true","07/01/1989","07/01/1989","07/14/1989",1.08894141111523,0.0165181391576771,2.2390346233733,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"27","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.45843197125942,1.08580979518592,90.5052205082029,93.8595495419577,7.19357552751899,"Exponential",1611.12294718623,6668.70042744558,1.25656297802925,"true","true",4.86162878386676,0.553987958388636,1.41124180983752,98.8267613553256,7.53050399385393,28.7823499425703,89581.6180563209,44802.8891397563,30.6969352663262,9.48290128596546,30.6969352663262,0.0696007488295436,6.34401361458004,2.90050095319748,13.0257772863843,4.37381996260956,70.3133807983249,4.41448740176856,50.2590929530561,5.81299507492222,29.6052302885801,0.780087128514424,48.4185777977109,21.6070196582004,15.296026580967,11.1998401246965,57.4278109753504,"true","07/01/1989","07/01/1989","07/14/1989",1.16600769851357,0.0048803422502242,6.40029845107347,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"28","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.00035571586341,4.36818145681173,92.8990726126358,36.7279373342171,11.070284942165,"Cosine",6327.00009492692,6720.41914702859,4.56829277705401,"true","true",2.68930047750473,0.0503543407723773,5.67458449234255,43.4533458865685,4.09939485602081,72.3323795541965,39487.7010932744,42159.202291674,9.59065729829017,6.84607549005561,9.59065729829017,3.58928855136037,47.5327253341675,4.14039242640138,57.9712508828379,1.83944661263376,48.8962516305037,3.7082143615,58.2511819899082,4.83001167681068,31.937205712311,1.09175180224702,97.0494611375034,26.6229650364257,19.5302742803469,14.917352270335,51.0810504993424,"true","07/01/1989","07/01/1989","07/14/1989",1.43877740390599,0.00594102066848427,3.88031667936593,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"29","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.55557991098613,1.7408808041364,14.9330002488568,36.5272936644033,7.26658491324633,"Tangent",875.858464487828,5272.03340646811,1.27194073051214,"true","true",2.90299338661134,0.685704051996581,7.16749041690491,87.7461991044702,1.20761909708381,20.1877709579223,4717.12411932826,60478.1674842248,2.16991309802979,0.834890740954084,2.16991309802979,0.860663517378271,64.5105072762817,1.98100486630574,145.281345723197,4.30846556648612,59.7754631889984,5.4739631421864,83.9737526513636,5.02010760917328,95.0688542891294,2.54296779655851,71.1088576540351,21.9072688124143,6.32184048462659,8.09389410912991,56.2840833491646,"true","07/01/1989","07/01/1989","07/14/1989",1.43217019829899,0.0162532324518543,5.45137327513658,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"30","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.42577474657446,3.67570589762181,30.041642091237,77.1096606971696,13.3101559933275,"Sine",7470.98070473876,7668.85712577496,1.63544190023094,"true","true",5.09448466449976,0.209747906867415,7.79582745418884,63.655860788306,2.65785519592464,23.0903744409555,90436.4524892328,5684.61479979055,19.0580655428115,2.97949411577452,19.0580655428115,0.730226964689791,11.2759226933122,5.38611429138109,86.2378043937497,4.16934913164005,141.540139261633,6.46529514696449,66.4915183000267,4.83938714584801,117.486087018624,2.99165636021644,86.5595729090273,8.22192610101774,17.8501189975068,11.408728081733,62.2017237870023,"true","07/01/1989","07/01/1989","07/14/1989",1.42345518548973,0.00902273296518251,6.86008520564064,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"31","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.13376474566758,1.7006066115573,96.5430427575484,67.917365138419,6.77346760034561,"Sine",4481.84877240565,4165.65198060125,4.49970811419189,"true","true",2.94391954131424,0.563543758058688,9.94054051395506,8.82809803414415,2.89439422078431,96.6299698788531,369.139642252813,38079.8489267083,21.6857632363215,4.46148401415069,21.6857632363215,1.27990266866982,3.14154466614127,0.316575125791132,57.6989470166154,2.36834963131696,9.02961948886514,4.02907557627186,90.5831235460937,2.67641290139873,192.555089793168,0.679583043325692,29.7991175577044,5.03679873188958,43.4023956181481,12.0125992977992,42.948720974382,"true","07/01/1989","07/01/1989","07/14/1989",1.92977509321645,0.00419411489646882,5.94212386128493,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"32","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.85815858934075,4.8508378425613,44.7495241416618,90.4874695464969,8.56615666858852,"Polynomial",1985.61963725369,7802.98864566721,2.39400015026331,"true","true",8.5829348359257,0.858696015201742,6.89125936222263,5.19686821015179,6.01863408461213,51.834558954143,53112.949393186,71905.8565437654,15.3639642756665,2.50719528109021,15.3639642756665,0.808698371052742,21.5902247233316,0.0290338397026062,105.968213814776,5.69503902224824,140.418233012315,2.43077110992745,79.814815018326,3.55552713312209,30.3809517901391,1.94970877538435,29.9771503731608,21.7429889799096,39.2453452823684,13.6284843729809,65.9708582703024,"true","07/01/1989","07/01/1989","07/14/1989",1.31691501592286,0.0169563226131722,1.19491538102739,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
"33","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.93400666769594,3.7083991933614,90.4629834461957,24.4685380719602,8.43063134420663,"Logarithmic",2928.11340105254,399.663744564168,1.8649520194158,"true","true",2.20985008403659,0.798780613992829,3.22920093592256,31.2583969810263,5.59589394181967,85.3565400787871,39874.5999028127,70231.9077315305,33.8959137359168,1.83436482314719,33.8959137359168,3.77488177455962,89.217142877169,0.675323427189142,21.4295003679581,2.50288045126945,77.84470457118,3.47924326108769,97.883465886116,7.18492510661017,46.6464989166707,1.19290473405272,95.8525019325316,17.176484791562,24.5672187600285,12.1580808842555,86.9058186351322,"true","07/01/1989","07/01/1989","07/14/1989",1.46926975413226,0.0155719412295148,6.06608066521585,"07/01/1989","07/14/1989","07/01/1989","07/14/1989"
